File Path	chrom://isqd1710520/ChromeleonLocal/Austin/rrd_qsep.seq/785.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	rose_clean_greenhouse_12-3
Injection Number	46
Position	15
Comment	
Processing Method	basic qualitative
Instrument Method	training-splitless
Type	Unknown
Status	Finished
Injection Date	9/21/2019
Injection Time	10:09:23 AM
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.000582
Time Max. (min)	22.992135
Data Points	5879
Detector	MSDevice
Generating Data System	Chromeleon 7.2.6 Build 10049 (287688)
Exporting Data System	Chromeleon 7.2.6.0
Operator	ISQ1710520
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	3,662,876.664144
Signal Max.	3,728,669,235.131770
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406485

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
3.000582	n.a.	12,423,597.900833
3.003982	0.204	12,470,233.825653
3.007383	0.2041	12,361,863.997872
3.010783	0.204	12,086,447.195534
3.014185	0.2041	11,824,028.944252
3.017587	0.2041	11,667,565.571739
3.020987	0.204	11,614,662.913859
3.024388	0.2041	11,470,414.569767
3.027790	0.2041	11,353,297.228330
3.031190	0.204	11,289,863.407276
3.034592	0.2041	11,184,957.895819
3.037993	0.2041	11,069,980.507619
3.041393	0.204	10,969,653.095100
3.044795	0.2041	10,758,734.476580
3.048197	0.2041	10,575,731.178542
3.051597	0.204	10,537,366.303761
3.054998	0.2041	10,543,636.167649
3.058400	0.2041	10,471,555.485309
3.061800	0.204	10,226,128.180622
3.065202	0.2041	10,086,506.585710
3.068602	0.204	10,126,800.189462
3.072003	0.2041	10,042,907.645621
3.075405	0.2041	9,963,836.242597
3.078805	0.204	9,890,482.642572
3.082207	0.2041	9,857,222.215543
3.085608	0.2041	10,002,424.872627
3.089008	0.204	9,777,777.130860
3.092410	0.2041	9,507,305.474002
3.095812	0.2041	9,477,825.491902
3.099212	0.204	9,307,881.114891
3.102613	0.2041	9,068,075.001261
3.106015	0.2041	8,815,631.874879
3.109415	0.204	8,751,148.961314
3.112817	0.2041	8,650,598.996257
3.116218	0.2041	8,333,949.641124
3.119618	0.204	8,175,730.167360
3.123020	0.2041	8,193,698.449484
3.126420	0.204	8,162,872.246013
3.129822	0.2041	8,010,681.889976
3.133223	0.2041	7,867,636.733974
3.136623	0.204	7,771,390.871762
3.140025	0.2041	7,591,877.880430
3.143427	0.2041	7,576,791.408432
3.146827	0.204	7,580,703.647579
3.150228	0.2041	7,492,776.756889
3.153630	0.2041	7,565,676.577297
3.157030	0.204	7,535,458.096699
3.160432	0.2041	7,444,441.244320
3.163833	0.2041	7,440,314.738622
3.167233	0.204	7,326,115.563508
3.170635	0.2041	7,257,506.993773
3.174037	0.2041	7,255,809.870252
