sample_no,date,lon,lat,position,collector,source,plant_cv,symptoms,family,order
137,2020-09-18T16:15:45Z,-84.2943309722222,30.4755639722222,30.4755639722222 -84.2943309722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_5.JPG,liriopogon,uninfected,nolinoideae,asparagales
138,2020-09-18T16:15:57Z,-84.2943309722222,30.4755639722222,30.4755639722222 -84.2943309722222,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_6.JPG,liriopogon,ofv,nolinoideae,asparagales
139,2020-09-18T16:16:09Z,-84.2940569722222,30.4755029722222,30.4755029722222 -84.2940569722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_7.JPG,liriopogon,uninfected,nolinoideae,asparagales
140,2020-09-18T16:16:18Z,-84.2940569722222,30.4755029722222,30.4755029722222 -84.2940569722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_8.JPG,liriopogon,uninfected,nolinoideae,asparagales
141,2020-09-18T16:16:19Z,-84.2940569722222,30.4755029722222,30.4755029722222 -84.2940569722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_9.JPG,liriopogon,uninfected,nolinoideae,asparagales
142,2020-09-18T16:16:22Z,-84.2940569722222,30.4755029722222,30.4755029722222 -84.2940569722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_10.JPG,liriopogon,uninfected,nolinoideae,asparagales
143,2020-09-18T16:16:35Z,-84.2940569722222,30.4755029722222,30.4755029722222 -84.2940569722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_11.JPG,liriopogon,uninfected,nolinoideae,asparagales
144,2020-09-18T16:39:05Z,-84.2937179722222,30.47276,30.47276 -84.2937179722222,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_12.JPG,liriopogon,ofv,nolinoideae,asparagales
145,2020-09-18T16:39:18Z,-84.2937179722222,30.47276,30.47276 -84.2937179722222,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_13.JPG,liriopogon,ofv,nolinoideae,asparagales
146,2020-09-18T16:39:24Z,-84.2937179722222,30.47276,30.47276 -84.2937179722222,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_14.JPG,liriopogon,ofv,nolinoideae,asparagales
147,2020-09-18T16:39:43Z,-84.2940229722222,30.4728279722222,30.4728279722222 -84.2940229722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_15.JPG,liriopogon,uninfected,nolinoideae,asparagales
148,2020-09-18T16:40:17Z,-84.2940229722222,30.4728279722222,30.4728279722222 -84.2940229722222,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_16.JPG,liriopogon,ofv,nolinoideae,asparagales
149,2020-09-18T16:40:26Z,-84.2940229722222,30.4728279722222,30.4728279722222 -84.2940229722222,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_17.JPG,liriopogon,ofv,nolinoideae,asparagales
150,2020-09-18T16:41:18Z,-84.293878,30.472743,30.472743 -84.293878,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_18.JPG,liriopogon,uninfected,nolinoideae,asparagales
151,2020-09-18T16:41:28Z,-84.293878,30.472743,30.472743 -84.293878,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_19.JPG,liriopogon,uninfected,nolinoideae,asparagales
152,2020-09-18T16:41:43Z,-84.2938919722222,30.472639,30.472639 -84.2938919722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_20.JPG,liriopogon,uninfected,nolinoideae,asparagales
153,2020-09-18T16:41:53Z,-84.2938919722222,30.472639,30.472639 -84.2938919722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_21.JPG,liriopogon,uninfected,nolinoideae,asparagales
154,2020-09-18T16:42:14Z,-84.2938919722222,30.472639,30.472639 -84.2938919722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_22.JPG,liriopogon,uninfected,nolinoideae,asparagales
155,2020-09-18T16:42:37Z,-84.2938469722222,30.472419972222198,30.4724199722222 -84.2938469722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_23.JPG,liriopogon,uninfected,nolinoideae,asparagales
156,2020-09-18T16:42:44Z,-84.2938469722222,30.472419972222198,30.4724199722222 -84.2938469722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_24.JPG,liriopogon,uninfected,nolinoideae,asparagales
157,2020-09-18T16:42:52Z,-84.2938469722222,30.472419972222198,30.4724199722222 -84.2938469722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_25.JPG,liriopogon,uninfected,nolinoideae,asparagales
158,2020-09-18T16:45:01Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_26.JPG,liriopogon,ofv,nolinoideae,asparagales
159,2020-09-18T16:45:07Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_27.JPG,liriopogon,ofv,nolinoideae,asparagales
160,2020-09-18T16:45:16Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_28.JPG,liriopogon,ofv,nolinoideae,asparagales
161,2020-09-18T16:45:23Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_29.JPG,liriopogon,ofv,nolinoideae,asparagales
162,2020-09-18T16:45:32Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/ofv/ofv_third_survey_30.JPG,liriopogon,ofv,nolinoideae,asparagales
163,2020-09-18T16:46:04Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_31.JPG,liriopogon,uninfected,nolinoideae,asparagales
164,2020-09-18T16:46:10Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_32.JPG,liriopogon,uninfected,nolinoideae,asparagales
165,2020-09-18T16:46:17Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_33.JPG,liriopogon,uninfected,nolinoideae,asparagales
166,2020-09-18T16:46:24Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_34.JPG,liriopogon,uninfected,nolinoideae,asparagales
167,2020-09-18T16:46:34Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_35.JPG,liriopogon,uninfected,nolinoideae,asparagales
168,2020-09-18T16:46:41Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_36.JPG,liriopogon,uninfected,nolinoideae,asparagales
169,2020-09-18T16:46:48Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_37.JPG,liriopogon,uninfected,nolinoideae,asparagales
170,2020-09-18T16:47:06Z,-84.29394,30.4723959722222,30.4723959722222 -84.29394,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_38.JPG,liriopogon,uninfected,nolinoideae,asparagales
171,2020-09-18T16:47:18Z,-84.2938319722222,30.472584,30.472584 -84.2938319722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_39.JPG,liriopogon,uninfected,nolinoideae,asparagales
172,2020-09-18T16:47:21Z,-84.2938319722222,30.472584,30.472584 -84.2938319722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_40.JPG,liriopogon,uninfected,nolinoideae,asparagales
173,2020-09-18T16:47:28Z,-84.2938319722222,30.472584,30.472584 -84.2938319722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_41.JPG,liriopogon,uninfected,nolinoideae,asparagales
174,2020-09-18T16:47:33Z,-84.2938719722222,30.4724259722222,30.4724259722222 -84.2938719722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_42.JPG,liriopogon,uninfected,nolinoideae,asparagales
175,2020-09-18T16:47:36Z,-84.2938719722222,30.4724259722222,30.4724259722222 -84.2938719722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_43.JPG,liriopogon,uninfected,nolinoideae,asparagales
176,2020-09-18T16:47:54Z,-84.293771,30.4724639722222,30.4724639722222 -84.293771,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_44.JPG,liriopogon,uninfected,nolinoideae,asparagales
177,2020-09-18T16:48:07Z,-84.293771,30.4724639722222,30.4724639722222 -84.293771,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_45.JPG,liriopogon,uninfected,nolinoideae,asparagales
178,2020-09-18T16:49:06Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_46.JPG,liriopogon,uninfected,nolinoideae,asparagales
179,2020-09-18T16:49:11Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_47.JPG,liriopogon,uninfected,nolinoideae,asparagales
180,2020-09-18T16:49:15Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_48.JPG,liriopogon,uninfected,nolinoideae,asparagales
181,2020-09-18T16:49:23Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_49.JPG,liriopogon,uninfected,nolinoideae,asparagales
182,2020-09-18T16:49:26Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_50.JPG,liriopogon,uninfected,nolinoideae,asparagales
183,2020-09-18T16:49:28Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_51.JPG,liriopogon,uninfected,nolinoideae,asparagales
184,2020-09-18T16:49:35Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_52.JPG,liriopogon,uninfected,nolinoideae,asparagales
185,2020-09-18T16:49:41Z,-84.293188,30.4722329722222,30.4722329722222 -84.293188,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_53.JPG,liriopogon,uninfected,nolinoideae,asparagales
186,2020-09-18T16:49:45Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_54.JPG,liriopogon,uninfected,nolinoideae,asparagales
187,2020-09-18T16:49:47Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_55.JPG,liriopogon,uninfected,nolinoideae,asparagales
188,2020-09-18T16:49:50Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_56.JPG,liriopogon,uninfected,nolinoideae,asparagales
189,2020-09-18T16:49:53Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_57.JPG,liriopogon,uninfected,nolinoideae,asparagales
190,2020-09-18T16:49:55Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_58.JPG,liriopogon,uninfected,nolinoideae,asparagales
191,2020-09-18T16:50:04Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_59.JPG,liriopogon,uninfected,nolinoideae,asparagales
192,2020-09-18T16:50:13Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_60.JPG,liriopogon,uninfected,nolinoideae,asparagales
193,2020-09-18T16:50:17Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_61.JPG,liriopogon,uninfected,nolinoideae,asparagales
194,2020-09-18T16:50:20Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_62.JPG,liriopogon,uninfected,nolinoideae,asparagales
195,2020-09-18T16:50:23Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_63.JPG,liriopogon,uninfected,nolinoideae,asparagales
196,2020-09-18T16:50:40Z,-84.2930329722222,30.4722499722222,30.4722499722222 -84.2930329722222,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_64.JPG,liriopogon,uninfected,nolinoideae,asparagales
197,2020-09-18T16:50:47Z,-84.293142,30.472286,30.472286 -84.293142,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_65.JPG,liriopogon,uninfected,nolinoideae,asparagales
198,2020-09-18T16:50:53Z,-84.293142,30.472286,30.472286 -84.293142,Austin N. Fife,./liriopogon/uninfected/ofv_third_survey_66.JPG,liriopogon,uninfected,nolinoideae,asparagales
199,2020-09-23T15:14:28Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_1.JPG,liriopogon,uninfected,nolinoideae,asparagales
200,2020-09-23T15:14:31Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_2.JPG,liriopogon,uninfected,nolinoideae,asparagales
201,2020-09-23T15:14:37Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_3.JPG,liriopogon,uninfected,nolinoideae,asparagales
202,2020-09-23T15:14:52Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/ofv/ofv_fourth_survey_4.JPG,liriopogon,ofv,nolinoideae,asparagales
203,2020-09-23T15:15:05Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_5.JPG,liriopogon,uninfected,nolinoideae,asparagales
204,2020-09-23T15:15:07Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_6.JPG,liriopogon,uninfected,nolinoideae,asparagales
205,2020-09-23T15:15:19Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_7.JPG,liriopogon,uninfected,nolinoideae,asparagales
206,2020-09-23T15:15:25Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_8.JPG,liriopogon,uninfected,nolinoideae,asparagales
207,2020-09-23T15:15:30Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_9.JPG,liriopogon,uninfected,nolinoideae,asparagales
208,2020-09-23T15:15:39Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_10.JPG,liriopogon,uninfected,nolinoideae,asparagales
209,2020-09-23T15:15:50Z,-84.59456,30.5572119722222,30.5572119722222 -84.59456,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_11.JPG,liriopogon,uninfected,nolinoideae,asparagales
210,2020-09-23T15:16:28Z,-84.5945399722222,30.5567439722222,30.5567439722222 -84.5945399722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_12.JPG,liriopogon,uninfected,nolinoideae,asparagales
211,2020-09-23T15:16:31Z,-84.5945399722222,30.5567439722222,30.5567439722222 -84.5945399722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_13.JPG,liriopogon,uninfected,nolinoideae,asparagales
212,2020-09-23T15:16:37Z,-84.5945399722222,30.5567439722222,30.5567439722222 -84.5945399722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_14.JPG,liriopogon,uninfected,nolinoideae,asparagales
213,2020-09-23T15:16:44Z,-84.5945399722222,30.5567439722222,30.5567439722222 -84.5945399722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_15.JPG,liriopogon,uninfected,nolinoideae,asparagales
214,2020-09-23T15:16:48Z,-84.5945679722222,30.556649,30.556649 -84.5945679722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_16.JPG,liriopogon,uninfected,nolinoideae,asparagales
215,2020-09-23T15:16:56Z,-84.5945679722222,30.556649,30.556649 -84.5945679722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_17.JPG,liriopogon,uninfected,nolinoideae,asparagales
216,2020-09-23T15:16:59Z,-84.5945679722222,30.556649,30.556649 -84.5945679722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_18.JPG,liriopogon,uninfected,nolinoideae,asparagales
217,2020-09-23T15:17:07Z,-84.5946689722222,30.5566989722222,30.5566989722222 -84.5946689722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_19.JPG,liriopogon,uninfected,nolinoideae,asparagales
218,2020-09-23T15:17:11Z,-84.5946689722222,30.5566989722222,30.5566989722222 -84.5946689722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_20.JPG,liriopogon,uninfected,nolinoideae,asparagales
219,2020-09-23T15:17:19Z,-84.5946689722222,30.5566989722222,30.5566989722222 -84.5946689722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_21.JPG,liriopogon,uninfected,nolinoideae,asparagales
220,2020-09-23T15:17:26Z,-84.5946689722222,30.5566989722222,30.5566989722222 -84.5946689722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_22.JPG,liriopogon,uninfected,nolinoideae,asparagales
221,2020-09-23T15:17:35Z,-84.5946689722222,30.5566989722222,30.5566989722222 -84.5946689722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_23.JPG,liriopogon,uninfected,nolinoideae,asparagales
222,2020-09-23T15:17:44Z,-84.5946689722222,30.5566989722222,30.5566989722222 -84.5946689722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_24.JPG,liriopogon,uninfected,nolinoideae,asparagales
223,2020-09-23T15:18:02Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_25.JPG,liriopogon,uninfected,nolinoideae,asparagales
224,2020-09-23T15:18:10Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_26.JPG,liriopogon,uninfected,nolinoideae,asparagales
225,2020-09-23T15:18:15Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_27.JPG,liriopogon,uninfected,nolinoideae,asparagales
226,2020-09-23T15:18:22Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_28.JPG,liriopogon,uninfected,nolinoideae,asparagales
227,2020-09-23T15:18:26Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_29.JPG,liriopogon,uninfected,nolinoideae,asparagales
228,2020-09-23T15:18:31Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_30.JPG,liriopogon,uninfected,nolinoideae,asparagales
229,2020-09-23T15:18:38Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_31.JPG,liriopogon,uninfected,nolinoideae,asparagales
230,2020-09-23T15:18:42Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_32.JPG,liriopogon,uninfected,nolinoideae,asparagales
231,2020-09-23T15:18:48Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_33.JPG,liriopogon,uninfected,nolinoideae,asparagales
232,2020-09-23T15:18:50Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_34.JPG,liriopogon,uninfected,nolinoideae,asparagales
233,2020-09-23T15:18:56Z,-84.5946009722222,30.556542,30.556542 -84.5946009722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_35.JPG,liriopogon,uninfected,nolinoideae,asparagales
234,2020-09-23T15:19:05Z,-84.5944549722222,30.5565309722222,30.5565309722222 -84.5944549722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_36.JPG,liriopogon,uninfected,nolinoideae,asparagales
235,2020-09-23T15:19:09Z,-84.5944549722222,30.5565309722222,30.5565309722222 -84.5944549722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_37.JPG,liriopogon,uninfected,nolinoideae,asparagales
236,2020-09-23T15:19:15Z,-84.5944549722222,30.5565309722222,30.5565309722222 -84.5944549722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_38.JPG,liriopogon,uninfected,nolinoideae,asparagales
237,2020-09-23T15:19:25Z,-84.594525,30.5564309722222,30.5564309722222 -84.594525,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_39.JPG,liriopogon,uninfected,nolinoideae,asparagales
238,2020-09-23T15:19:29Z,-84.594525,30.5564309722222,30.5564309722222 -84.594525,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_40.JPG,liriopogon,uninfected,nolinoideae,asparagales
239,2020-09-23T15:19:34Z,-84.594525,30.5564309722222,30.5564309722222 -84.594525,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_41.JPG,liriopogon,uninfected,nolinoideae,asparagales
240,2020-09-23T15:22:33Z,-84.5945229722222,30.557759,30.557759 -84.5945229722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_42.JPG,liriopogon,uninfected,nolinoideae,asparagales
241,2020-09-23T15:22:37Z,-84.5945229722222,30.557759,30.557759 -84.5945229722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_43.JPG,liriopogon,uninfected,nolinoideae,asparagales
242,2020-09-23T15:22:42Z,-84.5945229722222,30.557759,30.557759 -84.5945229722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_44.JPG,liriopogon,uninfected,nolinoideae,asparagales
243,2020-09-23T15:22:49Z,-84.5945229722222,30.557759,30.557759 -84.5945229722222,Austin N. Fife,./liriopogon/uninfected/ofv_fourth_survey_45.JPG,liriopogon,uninfected,nolinoideae,asparagales
