mite_no,time_sec,left,right,choice,trial,date,experiment,control,no_response,concentration,rose_label,RRV,chs
304,60,control,experiment,control,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,-1
305,299,control,experiment,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
306,56,experiment,control,control,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,-1
307,148,experiment,control,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
308,135,experiment,control,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
309,122,experiment,control,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
310,235,experiment,control,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
311,91,control,experiment,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
312,80,control,experiment,control,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,-1
313,300,control,experiment,no choice,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,0
314,58,control,experiment,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
315,300,control,experiment,no choice,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,0
316,75,experiment,control,control,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,-1
317,28,experiment,control,control,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,-1
318,36,experiment,control,control,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,-1
319,44,experiment,control,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
320,52,experiment,control,experiment,rose,2019-06-26T00:00:00Z,NA,NA,NA,NA,13,-,1
321,142,control,experiment,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
322,300,control,experiment,no choice,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,0
323,37,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
324,47,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
325,19,control,experiment,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
326,39,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
327,119,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
328,24,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
329,64,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
330,43,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
331,44,control,experiment,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
332,22,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
333,32,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
334,30,control,experiment,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
335,32,control,experiment,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
336,300,experiment,control,no choice,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,0
337,25,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
338,40,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
339,83,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
340,40,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
341,126,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
342,173,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
343,300,control,experiment,no choice,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,0
344,124,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
345,300,control,experiment,no choice,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,0
346,58,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
347,33,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
348,300,experiment,control,no choice,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,0
349,25,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
350,43,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
351,23,control,experiment,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
352,31,control,experiment,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
353,117,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
354,25,control,experiment,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
355,300,control,experiment,no choice,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,0
356,186,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
357,115,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
358,64,experiment,control,experiment,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,1
359,124,experiment,control,control,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,-1
360,300,experiment,control,no choice,rose,2019-06-27T00:00:00Z,NA,NA,NA,NA,8,-,0
361,101,experiment,control,control,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
362,300,experiment,control,no choice,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,0
363,43,experiment,control,control,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
364,300,experiment,control,no choice,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,0
365,300,experiment,control,no choice,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,0
366,51,control,experiment,control,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
367,112,control,experiment,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
368,300,control,experiment,no choice,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,0
369,144,control,experiment,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
370,54,control,experiment,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
371,51,experiment,control,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
372,300,experiment,control,no choice,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,0
373,194,experiment,control,control,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
374,141,experiment,control,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
375,50,experiment,control,control,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
376,131,control,experiment,control,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
377,29,control,experiment,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
378,56,control,experiment,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
379,300,control,experiment,no choice,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,0
380,47,control,experiment,experiment,MeSA,2019-06-12T00:00:00Z,NA,NA,NA,NA,NA,NA,1
381,85,experiment,control,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
382,247,experiment,control,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
383,254,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
384,300,experiment,control,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
385,300,experiment,control,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
386,72,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
387,300,control,experiment,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
388,40,control,experiment,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
389,300,control,experiment,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
390,50,control,experiment,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
391,222,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
392,44,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
393,38,experiment,control,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
394,139,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
395,300,experiment,control,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
396,255,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
397,300,control,experiment,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
398,180,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
399,249,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
400,97,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
401,300,experiment,control,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
402,40,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
403,69,experiment,control,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
404,106,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
405,300,experiment,control,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
406,182,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
407,150,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
408,73,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
409,300,control,experiment,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
410,35,control,experiment,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
411,37,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
412,70,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
413,41,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
414,22,experiment,control,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
415,81,experiment,control,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
416,300,control,experiment,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
417,300,control,experiment,no choice,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,0
418,42,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
419,32,control,experiment,control,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
420,43,control,experiment,experiment,MeSA,2019-06-13T00:00:00Z,NA,NA,NA,NA,NA,NA,1
421,234,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
422,119,control,experiment,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
423,176,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
424,143,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
425,300,control,experiment,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
426,243,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
427,41,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
428,29,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
429,125,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
430,300,experiment,control,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
431,300,control,experiment,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
432,140,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
433,40,control,experiment,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
434,60,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
435,27,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
436,45,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
437,129,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
438,300,experiment,control,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
439,34,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
440,42,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
441,172,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
442,114,control,experiment,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
443,74,control,experiment,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
444,43,control,experiment,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
445,300,control,experiment,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
446,76,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
447,156,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
448,300,experiment,control,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
449,183,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
450,51,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
451,300,control,experiment,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
452,113,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
453,300,control,experiment,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
454,119,control,experiment,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
455,51,control,experiment,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
456,145,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
457,190,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
458,300,experiment,control,no choice,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,0
459,71,experiment,control,control,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
460,130,experiment,control,experiment,MeSA,2019-06-18T00:00:00Z,NA,NA,NA,NA,NA,NA,1
461,65,experiment,control,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
462,29,experiment,control,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
463,119,experiment,control,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
464,104,experiment,control,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
465,38,experiment,control,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
466,38,control,experiment,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
467,121,control,experiment,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
468,51,control,experiment,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
469,63,control,experiment,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
470,44,control,experiment,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
471,42,experiment,control,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
472,190,experiment,control,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
473,99,experiment,control,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
474,106,experiment,control,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
475,76,experiment,control,control,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,-1
476,43,control,experiment,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
477,300,control,experiment,no choice,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,0
478,124,control,experiment,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
479,78,control,experiment,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
480,289,control,experiment,experiment,air,2019-06-06T00:00:00Z,NA,NA,NA,NA,NA,NA,1
481,300,experiment,control,no choice,air,2019-06-11T00:00:00Z,NA,NA,NA,NA,NA,NA,0
482,300,experiment,control,no choice,air,2019-06-11T00:00:00Z,NA,NA,NA,NA,NA,NA,0
483,300,experiment,control,no choice,air,2019-06-11T00:00:00Z,NA,NA,NA,NA,NA,NA,0
484,300,experiment,control,no choice,air,2019-06-11T00:00:00Z,NA,NA,NA,NA,NA,NA,0
485,300,experiment,control,no choice,air,2019-06-11T00:00:00Z,NA,NA,NA,NA,NA,NA,0
486,30,control,experiment,control,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
487,46,control,experiment,control,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
488,97,control,experiment,experiment,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
489,226,control,experiment,experiment,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
490,21,experiment,control,control,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
491,119,experiment,control,control,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
492,52,experiment,control,experiment,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
493,87,experiment,control,control,limonene,2021-05-26T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
494,98,control,experiment,control,limonene,2021-05-28T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
495,112,control,experiment,control,limonene,2021-05-28T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
496,26,control,experiment,experiment,limonene,2021-05-28T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
497,41,control,experiment,control,limonene,2021-05-28T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
498,278,experiment,control,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
499,119,experiment,control,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
500,45,experiment,control,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
501,234,control,experiment,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
502,17,control,experiment,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
503,13,control,experiment,control,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
504,303,control,experiment,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
505,128,experiment,control,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
506,102,control,experiment,experiment,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
507,155,control,experiment,control,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
508,66,control,experiment,control,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
509,37,control,experiment,control,limonene,2021-06-01T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
510,25,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
511,16,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
512,202,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
513,10,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
514,21,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
515,160,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
516,17,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
517,10,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
518,45,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
519,16,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
520,15,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
521,24,experiment,control,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
522,19,experiment,control,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
523,35,experiment,control,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
524,132,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
525,25,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
526,117,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
527,31,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
528,105,experiment,control,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
529,12,experiment,control,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
530,5,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
531,7,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
532,29,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
533,26,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
534,11,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
535,74,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
536,37,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
537,19,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
538,20,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
539,16,control,experiment,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
540,26,control,experiment,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
541,68,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
542,7,experiment,control,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
543,23,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
544,13,experiment,control,control,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,-1
545,92,experiment,control,experiment,limonene,2021-06-22T00:00:00Z,NA,NA,NA,1 g/L D-L limonene,NA,NA,1
