File Path	chrom://isqd1710520/ChromeleonLocal/Austin/rrd_qsep.seq/796.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	rose_clean_greenhouse_07-1
Injection Number	18
Position	118
Comment	
Processing Method	basic qualitative
Instrument Method	training-splitless
Type	Unknown
Status	Finished
Injection Date	5/18/2019
Injection Time	5:55:16 AM
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.000687
Time Max. (min)	22.992252
Data Points	5879
Detector	MSDevice
Generating Data System	Chromeleon 7.2.6 Build 10049 (287688)
Exporting Data System	Chromeleon 7.2.6.0
Operator	ISQ1710520
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	6,306,420.993571
Signal Max.	1,447,375,902.916130
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406497

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
3.000687	n.a.	18,048,834.458145
3.004087	0.204	18,126,754.981026
3.007488	0.2041	17,831,283.598668
3.010888	0.204	17,461,942.140728
3.014290	0.2041	17,476,121.228712
3.017692	0.2041	17,235,395.697055
3.021092	0.204	16,883,019.867012
3.024493	0.2041	16,687,418.738409
3.027895	0.2041	16,618,340.562473
3.031295	0.204	16,443,382.898527
3.034697	0.2041	16,350,676.936768
3.038098	0.2041	16,258,115.168650
3.041498	0.204	15,976,165.874631
3.044900	0.2041	15,768,596.107486
3.048302	0.2041	15,466,757.620442
3.051702	0.204	15,204,720.184134
3.055103	0.2041	15,088,208.852939
3.058505	0.2041	15,028,571.833829
3.061905	0.204	14,990,089.893014
3.065307	0.2041	14,848,874.037961
3.068708	0.2041	14,588,766.017455
3.072108	0.204	14,432,437.935503
3.075510	0.2041	14,390,229.551462
3.078910	0.204	14,101,925.112632
3.082312	0.2041	13,857,300.253132
3.085713	0.2041	13,828,269.741160
3.089113	0.204	13,452,560.432176
3.092515	0.2041	13,075,103.501126
3.095917	0.2041	12,976,401.478257
3.099317	0.204	12,735,714.357807
3.102718	0.2041	12,494,396.597602
3.106120	0.2041	12,202,748.697475
3.109520	0.204	11,788,630.732077
3.112922	0.2041	11,750,013.685872
3.116323	0.2041	11,902,298.054471
3.119723	0.204	11,791,199.425337
3.123125	0.2041	11,542,439.706118
3.126527	0.2041	11,315,256.370438
3.129927	0.204	11,127,640.196648
3.133328	0.2041	11,203,743.539898
3.136730	0.2041	11,200,874.342679
3.140130	0.204	10,961,671.354177
3.143532	0.2041	11,025,711.845148
3.146932	0.204	10,929,449.461800
3.150333	0.2041	10,675,918.920375
3.153735	0.2041	10,659,110.499241
3.157135	0.204	10,783,719.858127
3.160537	0.2041	10,673,489.657175
3.163938	0.2041	10,448,661.034976
3.167338	0.204	10,581,442.705037
3.170740	0.2041	10,522,283.859436
3.174142	0.2041	10,526,961.537155
3.177542	0.204	10,468,408.463995
3.180943	0.2041	10,187,903.064733
3.184345	0.2041	10,333,739.897584
3.187745	0.204	10,313,914.012633
3.191147	0.2041	10,129,191.872215
3.194548	0.2041	10,032,307.427407
3.197948	0.204	9,831,660.724716
3.201350	0.2041	9,768,071.655827
3.204752	0.2041	9,732,590.937694
3.208152	0.204	9,605,428.031218
3.211553	0.2041	9,606,049.573399
3.214953	0.204	9,549,654.866535
3.218355	0.2041	9,239,239.429271
3.221757	0.2041	9,284,735.355295
3.225157	0.204	9,483,635.603799
3.228558	0.2041	9,243,460.679987
3.231960	0.2041	9,184,315.933430
3.235360	0.204	9,400,969.529247
3.238762	0.2041	9,417,181.947636
3.242163	0.2041	9,325,657.058347
3.245563	0.204	9,172,952.693106
3.248965	0.2041	9,230,351.356529
3.252367	0.2041	9,373,583.193837
3.255767	0.204	9,151,428.228797
3.259168	0.2041	9,055,595.844212
3.262570	0.2041	9,042,609.567517
3.265970	0.204	8,794,158.370635
3.269372	0.2041	8,637,606.613550
3.272773	0.2041	8,626,152.080891
3.276173	0.204	8,666,685.785550
3.279575	0.2041	8,614,388.256413
3.282975	0.204	8,491,789.740483
3.286377	0.2041	8,514,063.832449
3.289778	0.2041	8,607,923.662428
3.293178	0.204	8,453,715.880203
3.296580	0.2041	8,375,958.432874
3.299982	0.2041	8,436,498.033658
3.303382	0.204	8,365,350.713258
3.306783	0.2041	8,432,409.840926
3.310185	0.2041	8,320,773.392574
3.313585	0.204	8,153,399.470192
3.316987	0.2041	8,082,245.348985
3.320388	0.2041	7,980,824.615365
3.323788	0.204	8,054,910.876162
3.327190	0.2041	8,051,997.382896
3.330592	0.2041	7,978,116.689283
3.333992	0.204	7,919,075.902064
3.337393	0.2041	7,915,754.527264
3.340795	0.2041	7,886,340.581865
3.344195	0.204	7,819,847.530169
3.347597	0.2041	7,689,375.431582
3.350997	0.204	7,563,337.868251
3.354398	0.2041	7,638,814.235230
3.357800	0.2041	7,580,002.529706
3.361200	0.204	7,520,430.126122
3.364602	0.2041	7,554,877.383890
3.368003	0.2041	7,416,544.713976
3.371403	0.204	7,299,442.142039
3.374805	0.2041	7,333,022.978136
3.378207	0.2041	7,384,130.947558
3.381607	0.204	7,279,356.819720
3.385008	0.2041	7,267,680.517067
3.388410	0.2041	7,260,119.033829
3.391810	0.204	7,064,268.150892
3.395212	0.2041	6,908,621.147790
3.398613	0.2041	6,999,120.367878
3.402013	0.204	7,072,791.687978
3.405415	0.2041	6,979,748.100203
3.408817	0.2041	6,972,215.733209
3.412217	0.204	6,983,265.905247
3.415618	0.2041	6,898,523.686929
3.419018	0.204	6,742,354.744346
3.422420	0.2041	6,697,433.517930
3.425822	0.2041	6,709,322.608820
3.429222	0.204	6,630,748.541356
3.432623	0.2041	6,767,662.726880
3.436025	0.2041	6,867,228.053001
3.439425	0.204	6,701,323.847905
3.442827	0.2041	6,673,938.449524
3.446228	0.2041	6,788,574.643602
3.449628	0.204	6,881,822.186760
3.453030	0.2041	6,905,629.929612
3.456432	0.2041	6,987,747.554185
3.459832	0.204	7,117,465.327772
3.463233	0.2041	7,259,180.142939
3.466635	0.2041	7,270,591.370403
3.470035	0.204	7,141,055.485941
3.473437	0.2041	7,149,959.674611
3.476838	0.2041	7,106,277.343143
3.480238	0.204	7,030,099.194941
3.483640	0.2041	6,970,019.674482
3.487040	0.204	6,852,846.824261
3.490442	0.2041	6,697,088.931418
3.493843	0.2041	6,674,528.797215
3.497243	0.204	6,853,986.008661
3.500645	0.2041	6,780,940.767528
3.504047	0.2041	6,612,649.318612
3.507447	0.204	6,611,841.651274
3.510848	0.2041	6,574,656.791810
3.514250	0.2041	6,616,133.119591
3.517650	0.204	6,902,751.492093
3.521052	0.2041	7,283,403.621641
3.524453	0.2041	7,957,720.079799
3.527853	0.204	9,035,438.554085
3.531255	0.2041	9,635,197.975883
3.534657	0.2041	9,533,956.755900
3.538057	0.204	9,465,976.423161
3.541458	0.2041	9,329,687.454074
3.544860	0.2041	8,946,963.082291
3.548260	0.204	8,700,172.017178
3.551662	0.2041	8,382,057.096379
3.555062	0.204	8,157,005.912480
3.558463	0.2041	8,007,585.931671
3.561865	0.2041	7,695,690.142439
3.565265	0.204	7,734,951.728527
3.568667	0.2041	7,740,009.494397
3.572068	0.2041	7,522,796.238359
3.575468	0.204	7,543,169.077658
3.578870	0.2041	7,676,507.692854
3.582272	0.2041	7,789,166.455944
3.585672	0.204	7,790,170.643595
3.589073	0.2041	7,707,902.671276
3.592475	0.2041	7,737,295.971848
3.595875	0.204	7,856,373.800362
3.599277	0.2041	7,853,404.967293
3.602678	0.2041	7,623,724.708851
3.606078	0.204	7,537,069.829494
3.609480	0.2041	7,722,458.861818
3.612882	0.2041	7,812,511.890501
3.616282	0.204	7,851,021.456212
3.619683	0.2041	7,926,244.353642
3.623083	0.204	7,773,882.629851
3.626485	0.2041	7,611,308.486821
3.629887	0.2041	7,637,322.161373
3.633287	0.204	7,555,896.397836
3.636688	0.2041	7,361,482.887412
