File Path	chrom://isqd1710520/ChromeleonLocal/Austin/rrd_qsep.seq/439.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	rose_clean_greenhouse_11-1
Injection Number	22
Position	122
Comment	
Processing Method	basic qualitative
Instrument Method	training-splitless
Type	Unknown
Status	Finished
Injection Date	5/18/2019
Injection Time	7:50:55 AM
Injection Volume (µl)	1.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.000545
Time Max. (min)	22.995490
Data Points	5880
Detector	MSDevice
Generating Data System	Chromeleon 7.2.6 Build 10049 (287688)
Exporting Data System	Chromeleon 7.2.6.0
Operator	ISQ1710520
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	6,482,802.570364
Signal Max.	2,257,247,043.146400
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406476

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
3.000545	n.a.	19,021,875.583492
3.003945	0.204	19,460,976.355568
3.007347	0.2041	19,792,146.274147
3.010747	0.204	19,592,679.637201
3.014148	0.2041	19,491,386.038165
3.017550	0.2041	19,202,525.954801
3.020950	0.204	19,082,736.310116
3.024352	0.2041	18,898,829.893420
3.027753	0.2041	18,671,486.568527
3.031153	0.204	18,354,054.873277
3.034555	0.2041	17,955,601.543517
3.037957	0.2041	18,138,493.180329
3.041357	0.204	17,588,110.611404
3.044758	0.2041	17,083,042.633952
3.048160	0.2041	17,371,734.645080
3.051560	0.204	17,174,236.625600
3.054962	0.2041	16,854,580.959117
3.058363	0.2041	16,573,537.383722
3.061763	0.204	16,553,890.216395
3.065165	0.2041	16,694,087.172149
3.068565	0.204	16,248,865.863139
3.071967	0.2041	16,023,633.689635
3.075368	0.2041	15,962,458.154842
3.078768	0.204	15,572,212.603878
3.082170	0.2041	15,132,043.593762
3.085572	0.2041	14,745,505.879747
3.088972	0.204	14,597,089.058915
3.092373	0.2041	14,341,215.052910
3.095775	0.2041	14,015,414.202754
3.099175	0.204	13,890,068.533620
3.102577	0.2041	13,748,185.184948
3.105978	0.2041	13,569,022.271605
3.109378	0.204	13,401,826.505237
3.112780	0.2041	13,199,197.330967
3.116182	0.2041	13,062,381.848405
3.119582	0.204	12,949,045.359419
3.122983	0.2041	12,669,012.274961
3.126383	0.204	12,618,146.819746
3.129785	0.2041	12,631,678.804704
3.133187	0.2041	12,367,782.026701
3.136587	0.204	12,514,199.712239
3.139988	0.2041	12,645,062.714183
3.143390	0.2041	12,300,155.811789
3.146790	0.204	12,086,005.949597
3.150192	0.2041	12,007,770.887602
3.153593	0.2041	12,047,729.931987
3.156993	0.204	12,048,702.555227
3.160395	0.2041	11,822,289.185364
3.163797	0.2041	11,598,516.258624
3.167197	0.204	11,595,205.545768
3.170598	0.2041	11,678,543.919485
3.174000	0.2041	11,688,792.244168
3.177400	0.204	11,543,963.105421
3.180802	0.2041	11,292,435.463491
3.184203	0.2041	11,304,480.009345
3.187603	0.204	11,358,465.233827
3.191005	0.2041	11,083,618.987799
3.194405	0.204	10,999,998.130401
3.197807	0.2041	11,122,003.930211
3.201208	0.2041	10,931,952.912989
3.204608	0.204	10,693,299.018200
3.208010	0.2041	10,540,031.812939
3.211412	0.2041	10,514,913.612929
3.214812	0.204	10,623,173.655953
3.218213	0.2041	10,422,876.384050
3.221615	0.2041	10,414,698.153587
3.225015	0.204	10,514,657.684712
3.228417	0.2041	10,359,584.287715
3.231818	0.2041	10,371,780.349834
3.235218	0.204	10,320,297.195485
3.238620	0.2041	10,664,865.958241
3.242022	0.2041	11,185,756.518895
3.245422	0.204	11,103,203.572352
3.248823	0.2041	11,176,855.603098
3.252223	0.204	11,173,184.114794
3.255625	0.2041	10,736,884.768358
3.259027	0.2041	10,467,129.065026
3.262427	0.204	10,436,502.918005
3.265828	0.2041	10,351,125.502619
3.269230	0.2041	10,006,807.497895
3.272630	0.204	9,926,858.292230
3.276032	0.2041	10,040,271.413659
3.279433	0.2041	9,837,162.220836
3.282833	0.204	9,711,762.644713
3.286235	0.2041	9,651,256.951294
3.289637	0.2041	9,626,260.687624
3.293037	0.204	9,706,159.960362
3.296438	0.2041	9,695,860.441652
3.299840	0.2041	9,627,482.692301
3.303240	0.204	9,494,350.410837
3.306642	0.2041	9,548,262.077167
3.310042	0.204	9,380,020.954734
3.313443	0.2041	9,174,331.004731
3.316845	0.2041	9,289,177.819806
3.320245	0.204	9,012,794.235852
3.323647	0.2041	8,944,197.319671
3.327048	0.2041	9,138,514.472889
3.330448	0.204	8,924,429.256582
3.333850	0.2041	8,858,335.142020
3.337252	0.2041	8,981,914.879763
3.340652	0.204	8,817,034.648462
3.344053	0.2041	8,707,616.394618
3.347455	0.2041	8,616,109.421747
3.350855	0.204	8,502,257.426761
3.354257	0.2041	8,727,026.362552
3.357658	0.2041	8,675,847.307138
3.361058	0.204	8,348,359.804500
3.364460	0.2041	8,322,191.386510
3.367860	0.204	8,329,035.585715
3.371262	0.2041	8,367,748.074499
3.374663	0.2041	8,281,860.304626
3.378063	0.204	8,185,568.483163
3.381465	0.2041	8,289,175.114964
3.384867	0.2041	8,206,159.826076
3.388267	0.204	8,042,502.448192
3.391668	0.2041	8,001,615.433353
3.395070	0.2041	7,910,678.780556
3.398470	0.204	7,734,134.646199
3.401872	0.2041	7,703,310.792058
3.405273	0.2041	7,588,145.651862
3.408673	0.204	7,561,792.963632
3.412075	0.2041	7,652,230.751485
3.415477	0.2041	7,683,712.148687
3.418877	0.204	7,552,043.707540
3.422278	0.2041	7,294,709.025180
3.425678	0.204	7,431,246.334974
3.429080	0.2041	7,545,820.746088
3.432482	0.2041	7,460,302.304144
3.435882	0.204	7,380,521.389019
3.439283	0.2041	7,299,242.703897
3.442685	0.2041	7,446,732.282876
3.446085	0.204	7,520,076.704315
3.449487	0.2041	7,346,380.026818
3.452888	0.2041	7,176,253.419813
3.456288	0.204	7,192,468.768222
3.459690	0.2041	7,268,456.187720
3.463092	0.2041	7,275,654.185794
3.466492	0.204	7,296,800.050795
3.469893	0.2041	7,188,173.506939
3.473295	0.2041	7,068,984.422869
3.476695	0.204	7,011,845.263397
3.480097	0.2041	6,988,585.220208
3.483497	0.204	6,941,002.679038
3.486898	0.2041	6,842,347.688494
3.490300	0.2041	6,864,357.068298
3.493700	0.204	6,777,614.999830
3.497102	0.2041	6,704,304.176804
3.500503	0.2041	6,819,366.767919
3.503903	0.204	6,845,928.447625
3.507305	0.2041	6,623,764.228776
3.510707	0.2041	6,482,802.570364
3.514107	0.204	6,723,919.350148
3.517508	0.2041	6,674,047.867336
3.520910	0.2041	6,728,803.215387
3.524310	0.204	7,754,240.950643
3.527712	0.2041	9,582,957.766297
3.531113	0.2041	11,444,041.038698
3.534513	0.204	12,569,612.282578
3.537915	0.2041	12,681,662.882077
3.541317	0.2041	12,231,781.367622
3.544717	0.204	11,905,511.881834
3.548118	0.2041	11,238,103.175379
3.551518	0.204	10,484,028.022557
3.554920	0.2041	9,932,109.840802
3.558322	0.2041	9,253,422.390430
3.561722	0.204	8,972,043.099140
3.565123	0.2041	8,812,723.513308
3.568525	0.2041	8,503,166.330786
3.571925	0.204	8,481,634.523783
3.575327	0.2041	8,533,478.071935
3.578728	0.2041	8,518,351.326251
3.582128	0.204	8,724,518.842693
3.585530	0.2041	9,056,050.232437
3.588932	0.2041	9,059,420.867320
3.592332	0.204	9,104,494.423919
3.595733	0.2041	9,325,724.594150
3.599135	0.2041	9,324,822.681995
3.602535	0.204	9,313,422.645752
3.605937	0.2041	9,301,042.959913
3.609337	0.204	9,319,444.660392
3.612738	0.2041	9,485,828.779701
3.616140	0.2041	9,436,119.595060
3.619540	0.204	9,380,985.863651
3.622942	0.2041	9,447,426.665610
3.626343	0.2041	9,281,186.686053
3.629743	0.204	9,277,847.987598
3.633145	0.2041	9,164,418.168083
3.636547	0.2041	8,771,291.872803
3.639947	0.204	8,685,634.618240
3.643348	0.2041	8,629,322.219461
3.646750	0.2041	8,464,998.171798
3.650150	0.204	8,254,750.872832
3.653552	0.2041	8,049,786.498660
3.656952	0.204	8,079,546.283733
3.660353	0.2041	8,061,490.813438
3.663755	0.2041	7,826,546.999886
3.667155	0.204	7,692,633.510125
3.670557	0.2041	7,626,580.953473
3.673958	0.2041	7,598,284.807313
3.677358	0.204	7,688,993.945821
3.680760	0.2041	7,699,226.293182
3.684162	0.2041	7,566,522.914817
3.687562	0.204	7,535,782.077177
3.690963	0.2041	7,729,286.741402
3.694365	0.2041	7,672,014.531343
3.697765	0.204	7,462,449.562514
3.701167	0.2041	7,461,622.483143
3.704568	0.2041	7,483,628.890649
3.707968	0.204	7,452,744.437286
3.711370	0.2041	7,328,182.394634
3.714770	0.204	7,401,798.835081
3.718172	0.2041	7,666,558.096837
3.721573	0.2041	7,555,409.753353
3.724973	0.204	7,332,533.663587
3.728375	0.2041	7,550,458.260560
3.731777	0.2041	7,756,318.567523
3.735177	0.204	7,709,050.516521
3.738578	0.2041	7,662,748.551089
3.741980	0.2041	7,678,476.371529
3.745380	0.204	7,755,986.331068
3.748782	0.2041	7,810,579.324731
3.752183	0.2041	7,755,758.674070
3.755583	0.204	7,645,442.546331
3.758985	0.2041	7,751,642.340912
3.762387	0.2041	7,961,393.759269
3.765787	0.204	8,011,790.025094
3.769188	0.2041	8,003,017.092567
3.772590	0.2041	7,992,961.804965
3.775990	0.204	8,158,230.382868
3.779392	0.2041	8,425,266.028476
3.782792	0.204	8,371,133.630021
3.786193	0.2041	8,572,089.587810
3.789595	0.2041	9,038,798.365491
3.792995	0.204	8,984,778.974140
3.796397	0.2041	8,954,531.818324
3.799798	0.2041	9,295,112.952266
3.803198	0.204	9,271,588.732227
3.806600	0.2041	9,075,526.740746
3.810002	0.2041	9,163,654.454714
3.813402	0.204	9,165,314.179703
3.816803	0.2041	9,153,535.946419
3.820205	0.2041	9,169,448.816550
3.823605	0.204	9,318,859.454134
3.827007	0.2041	9,544,866.778422
3.830408	0.2041	9,431,866.796973
3.833808	0.204	9,353,599.924183
3.837210	0.2041	9,476,451.290383
3.840610	0.204	9,612,506.407763
3.844012	0.2041	9,640,503.923688
3.847413	0.2041	9,611,627.256104
3.850813	0.204	9,779,834.635276
3.854215	0.2041	10,053,585.184074
3.857617	0.2041	10,101,295.939537
3.861017	0.204	10,115,347.457793
3.864418	0.2041	10,534,016.100205
3.867820	0.2041	11,113,067.531539
3.871220	0.204	12,309,588.673552
3.874622	0.2041	14,482,293.868920
3.878023	0.2041	18,015,612.802668
3.881423	0.204	22,225,894.822328
3.884825	0.2041	26,411,708.032425
3.888227	0.2041	30,246,092.984280
3.891627	0.204	32,225,196.084347
3.895028	0.2041	32,826,540.923113
3.898428	0.204	32,290,983.094810
