File Path	chrom://isqd1710520/ChromeleonLocal/Austin/rrd_spme.seq/772.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	rose_actigard_clean_site_7
Injection Number	35
Position	38
Comment	
Processing Method	3D Qualitative
Instrument Method	SPME OFV
Type	Unknown
Status	Finished
Injection Date	9/3/2021
Injection Time	11:51:43 AM
Injection Volume (µl)	20.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.033928
Time Max. (min)	35.000763
Data Points	10282
Detector	MSDevice
Generating Data System	Chromeleon 7.2.6 Build 10049 (287688)
Exporting Data System	Chromeleon 7.2.6.0
Operator	ISQ1710520
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	1,880,980.599376
Signal Max.	10,009,797,424.264000
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406673

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
0.033928	n.a.	1,948,782.988922
0.037330	0.2041	1,956,680.942059
0.040732	0.2041	1,971,031.986038
0.044132	0.204	1,990,383.162320
0.047533	0.2041	2,051,792.026241
0.050935	0.2041	2,026,778.340255
0.054335	0.204	1,971,414.620052
0.057737	0.2041	1,954,612.068150
0.061138	0.2041	1,988,236.195080
0.064538	0.204	2,002,044.508354
0.067940	0.2041	1,977,831.965547
0.071342	0.2041	2,047,431.054508
0.074742	0.204	1,998,594.383007
0.078143	0.2041	1,880,980.599376
0.081545	0.2041	1,905,090.702651
0.084945	0.204	1,919,238.806633
0.088347	0.2041	1,936,211.002554
0.091748	0.2041	1,987,980.420637
0.095148	0.204	2,001,635.382975
0.098550	0.2041	2,073,809.220356
0.101952	0.2041	2,176,482.521351
0.105352	0.204	2,115,556.408880
0.108753	0.2041	2,116,435.677539
0.112155	0.2041	2,095,099.159176
0.115555	0.204	1,995,648.081179
0.118957	0.2041	2,127,045.024400
0.122358	0.2041	2,158,056.862375
0.125758	0.204	2,116,395.330067
0.129160	0.2041	2,144,586.893891
0.132562	0.2041	2,022,013.689105
0.135962	0.204	2,020,285.654026
0.139363	0.2041	2,083,249.750869
0.142765	0.2041	2,031,793.980862
0.146165	0.204	2,006,288.507261
0.149567	0.2041	2,046,019.045810
0.152968	0.2041	2,105,990.571033
0.156368	0.204	2,082,111.259252
0.159770	0.2041	2,015,958.297595
0.163172	0.2041	2,026,323.192821
0.166572	0.204	2,141,737.418974
0.169973	0.2041	2,198,793.722995
0.173375	0.2041	2,116,169.739140
0.176775	0.204	2,059,861.929965
0.180177	0.2041	2,114,746.074798
0.183578	0.2041	2,144,890.253856
0.186978	0.204	2,071,328.492068
0.190380	0.2041	2,031,170.590205
0.193782	0.2041	2,122,387.117734
0.197182	0.204	2,255,282.953350
0.200583	0.2041	2,283,185.988671
0.203985	0.2041	2,231,109.664636
0.207385	0.204	2,241,082.747304
0.210787	0.2041	2,279,417.696044
0.214188	0.2041	2,197,026.313048
0.217588	0.204	2,127,723.589639
0.220990	0.2041	2,124,168.696942
0.224392	0.2041	2,129,004.313507
0.227792	0.204	2,164,095.196763
0.231193	0.2041	2,164,321.424388
0.234595	0.2041	2,198,771.634509
0.237995	0.204	2,275,157.868206
0.241397	0.2041	2,266,525.697364
0.244798	0.2041	2,249,947.315597
0.248198	0.204	2,287,710.497535
0.251600	0.2041	2,324,429.349093
0.255002	0.2041	2,290,747.080599
0.258402	0.204	2,272,425.415051
0.261803	0.2041	2,308,940.940633
0.265205	0.2041	2,239,961.236146
0.268605	0.204	2,212,708.812357
0.272007	0.2041	2,283,385.610667
0.275408	0.2041	2,275,083.924716
0.278808	0.204	2,250,430.597799
0.282210	0.2041	2,261,736.584734
0.285612	0.2041	2,339,239.835802
0.289012	0.204	2,376,655.476562
0.292413	0.2041	2,324,665.033501
0.295815	0.2041	2,298,162.038430
0.299215	0.204	2,267,467.025996
0.302617	0.2041	2,295,246.734203
0.306018	0.2041	2,405,033.725128
0.309418	0.204	2,354,606.195549
0.312820	0.2041	2,245,626.327420
0.316222	0.2041	2,262,676.993845
0.319622	0.204	2,208,629.554788
0.323023	0.2041	2,203,968.561345
0.326425	0.2041	2,285,030.205578
0.329825	0.204	2,275,864.068823
0.333227	0.2041	2,328,208.966321
0.336628	0.2041	2,345,138.803531
0.340028	0.204	2,253,603.195229
0.343430	0.2041	2,265,913.793230
0.346832	0.2041	2,310,314.940179
0.350232	0.204	2,313,498.832547
0.353633	0.2041	2,373,923.910819
0.357035	0.2041	2,348,732.950367
0.360435	0.204	2,321,596.896370
0.363837	0.2041	2,361,280.719081
0.367238	0.2041	2,344,157.131213
0.370638	0.204	2,323,540.988368
0.374040	0.2041	2,262,913.788064
0.377442	0.2041	2,244,513.502322
0.380842	0.204	2,267,659.210001
0.384243	0.2041	2,304,819.592059
0.387645	0.2041	2,310,722.145250
0.391045	0.204	2,335,608.947323
0.394447	0.2041	2,460,627.127174
0.397848	0.2041	2,405,601.649711
0.401248	0.204	2,323,797.514320
0.404650	0.2041	2,348,890.484740
0.408052	0.2041	2,323,091.286406
0.411452	0.204	2,315,830.012019
0.414853	0.2041	2,338,188.630702
0.418255	0.2041	2,319,369.142152
0.421655	0.204	2,295,992.769551
0.425057	0.2041	2,355,934.382980
0.428458	0.2041	2,399,198.973346
0.431858	0.204	2,434,271.706206
0.435260	0.2041	2,360,609.270579
0.438662	0.2041	2,284,663.691844
0.442062	0.204	2,359,134.619876
0.445463	0.2041	2,326,252.873081
0.448865	0.2041	2,312,670.431636
0.452265	0.204	2,330,016.935320
0.455667	0.2041	2,235,026.695392
0.459068	0.2041	2,152,404.336824
0.462468	0.204	2,191,484.588185
0.465870	0.2041	2,258,124.374786
0.469272	0.2041	2,233,978.136088
0.472672	0.204	2,234,794.298196
0.476073	0.2041	2,240,591.768785
0.479475	0.2041	2,242,036.599245
0.482875	0.204	2,249,776.135313
0.486277	0.2041	2,314,946.371840
0.489678	0.2041	2,325,878.340117
0.493078	0.204	2,289,251.597667
0.496480	0.2041	2,311,065.292838
0.499882	0.2041	2,338,182.370156
0.503283	0.2041	2,374,502.159565
0.506683	0.204	2,402,888.579208
0.510085	0.2041	2,341,048.402832
0.513487	0.2041	2,312,932.370448
0.516887	0.204	2,343,156.795710
0.520288	0.2041	2,275,808.164357
0.523688	0.204	2,356,930.202577
0.527090	0.2041	2,343,957.202049
0.530492	0.2041	2,298,304.755492
0.533892	0.204	2,341,960.612995
0.537293	0.2041	2,270,438.505793
0.540695	0.2041	2,305,430.111098
0.544095	0.204	2,337,360.546520
0.547497	0.2041	2,311,345.387684
0.550898	0.2041	2,286,548.863063
0.554298	0.204	2,272,991.607926
0.557700	0.2041	2,303,322.633566
0.561102	0.2041	2,300,719.517378
0.564503	0.2041	2,345,146.255973
0.567903	0.204	2,377,941.222438
0.571305	0.2041	2,300,349.917863
0.574707	0.2041	2,264,091.716096
0.578107	0.204	2,283,600.920501
0.581508	0.2041	2,309,497.116945
0.584910	0.2041	2,311,314.914506
0.588310	0.204	2,280,519.870185
0.591712	0.2041	2,300,608.024511
0.595113	0.2041	2,332,893.831520
0.598513	0.204	2,310,886.442027
0.601915	0.2041	2,288,658.842095
0.605317	0.2041	2,313,144.656579
0.608717	0.204	2,296,418.108378
0.612118	0.2041	2,288,496.687213
0.615520	0.2041	2,281,885.151361
0.618920	0.204	2,288,152.907042
0.622322	0.2041	2,305,072.412359
0.625723	0.2041	2,382,937.370777
0.629123	0.204	2,347,715.607681
0.632525	0.2041	2,267,656.567551
0.635927	0.2041	2,304,691.853485
0.639327	0.204	2,269,517.565241
0.642728	0.2041	2,363,277.561964
0.646130	0.2041	2,347,298.063555
0.649530	0.204	2,214,184.430445
0.652932	0.2041	2,283,281.986293
0.656333	0.2041	2,319,784.163473
0.659733	0.204	2,280,766.211823
0.663135	0.2041	2,309,067.172314
0.666537	0.2041	2,286,468.075360
0.669937	0.204	2,288,653.846882
0.673338	0.2041	2,338,353.025546
0.676740	0.2041	2,307,408.201971
0.680140	0.204	2,329,581.644953
0.683542	0.2041	2,283,536.379877
0.686943	0.2041	2,225,269.762168
0.690343	0.204	2,290,005.221409
0.693745	0.2041	2,318,970.489457
0.697147	0.2041	2,319,590.568780
0.700547	0.204	2,239,911.811317
0.703948	0.2041	2,202,019.837986
0.707350	0.2041	2,227,594.931503
0.710750	0.204	2,247,495.331841
